SHALLOW,MUDFLAT,BKWATER,CONN_BW,CONN_TR,N_STRUC,SHAL_LZ,DIST_RZ,X_NUTRI,ALGAE,SEDIMEN,SHOREER,NOCOVES,SHOREHO,SUBSTHO,X_MACRO,N_MACRO,NN_PLNT,NN_ANIM,N_SHADE,N_ALLOC,WS_AGRI,WS_ANIM,WS_LOGS,N_NUTRI,IN_TURB,OR_TURB,VAR_TUR,VAR_DO2,O_STRAT,HI_TEMP,LO_TEMP,T_STRAT,DESTRAT,THERMAL,CONTAMN,POLLNPS,LOWRETE,LOWSTOR,WL_SEAS,WL_LONG,WLSHORT,WL_FAST,DIST_UP,DIST_AD,Latitude,Longitude,Elevation,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,CLUSID,WSA9
2,3,4,4,3,3,3,4,3,1,3,4,3,3,3,1,4,1,3,3,3,4,1,0,1,3,1,2,1,2,1,1,3,1,0,2,3,1,3,1,2,0,2,4,4,32.8167,-98.0417,264.585285,18.23150063,13.79099941,37.80427551,826.0431519,35.93999863,-0.540000021,36.47999954,22.53866577,7.773333073,28.19733238,7.773333073,808,117,40,32.86740112,276,130,199,130,SPL5,SPL
2,3,4,4,3,3,3,4,3,1,3,4,3,3,3,1,4,1,3,3,3,4,1,0,1,3,1,2,1,2,1,1,3,1,0,2,3,1,3,1,2,0,2,4,4,32.3417,-96.805,153.074419,18.55483246,12.67233372,36.88965225,794.447998,35.26399994,0.912,34.35200119,22.50799942,9.580666542,28.09399986,8.5,922,128,49,30.6928463,303,181,183,183,SPL5,SPL
2,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,0,1,1,1,1,1,0,3,1,1,1,1,1,1,1,2,1,0,1,1,0,1,0,1,1,1,2,1,32.44,-98.9833,463.7957337,17.56399918,13.71466637,38.86055374,794.2495728,34.65999985,-0.632000029,35.29199982,21.72200012,7.490666389,27.11666679,7.490666389,693,91,32,34.88418198,232,107,184,107,SPL1,SPL
1,2,3,1,4,4,1,1,3,5,4,2,3,2,3,3,3,0,0,3,2,3,3,0,2,3,2,2,1,1,1,0,4,1,0,3,2,3,1,2,2,1,1,3,3,32.42,-98.83,450.314647,17.47066689,14.00599957,39.11416626,802.8909302,34.77999878,-1.027999997,35.80799866,21.68533325,7.298666954,27.1186676,7.298666954,722,98,33,34.6868248,247,112,188,112,SPL3,SPL
1,1,1,1,2,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,1,1,1,1,0,1,1,2,1,1,2,1,1,1,1,32.36,-98.675,410.3544321,17.451334,13.82333279,38.74252319,804.5596313,34.67200089,-1.008000016,35.68000031,21.65866661,7.195333481,27.07133293,7.195333481,733,102,34,34.67227936,255,115,189,115,SPL1,SPL
3,2,3,3,3,2,3,4,4,2,4,4,4,3,2,3,1,4,3,3,1,4,3,4,1,3,3,3,2,3,4,2,4,3,2,3,4,3,2,2,2,4,3,4,2,29.24,-98.3717,149.5241153,20.45549965,12.24099922,40.26115036,668.2306519,34.69599915,4.292000294,30.40399933,23.97400093,13.45400047,28.24399948,11.81599998,736,100,34,34.19192123,245,123,193,130,CPL4,SPL
2,3,2,2,2,4,4,0,3,1,2,3,3,3,3,0,2,1,5,0,0,0,0,0,0,3,3,1,3,4,4,0,4,1,4,1,1,0,0,0,0,0,0,0,0,29.2783,-98.305,144.3915263,20.55066681,11.97533321,40.05664063,658.7670898,34.65200043,4.756000042,29.89599991,23.97733307,13.60466671,28.25666618,12.06266689,750,102,35,33.89237595,251,126,196,133,SPL3,SPL
0,1,0,0,0,1,0,0,0,0,3,2,2,1,1,0,0,1,0,4,0,0,0,0,4,0,1,2,3,3,0,0,3,0,0,0,0,0,0,1,1,2,1,1,1,33.22,-97.83,252.4932426,17.56933403,13.3706665,37.00505447,826.9780273,35.32400131,-0.807999969,36.13199997,21.68933296,7.09800005,27.54933357,7.09800005,843,126,39,36.06734467,290,131,195,131,SPL2,SPL
2,2,1,1,1,2,1,4,4,0,2,4,0,2,2,1,4,1,3,1,1,0,0,0,1,1,3,1,1,3,1,1,3,1,1,1,4,2,0,3,2,2,1,2,2,29.5933,-98.04,160.3654415,20.20949936,12.89033318,40.73032379,685.6773071,35.26399994,3.615999937,31.64800072,23.77266693,13.02066612,28.24200058,11.350667,858,121,47,34.53788757,295,151,212,156,SPL3,SPL
2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,3,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,2,2,1,0,0,0,0,31.14,-99.3917,532.00001,18.06066704,14.68133354,41.88443756,751.1254883,34.7519989,-0.300000012,35.05199814,25.26399994,9.56000042,26.94266701,8.454000473,656,91,28,39.64941788,220,93,193,96,SPL2,SPL
1,1,3,3,3,1,1,1,2,0,1,1,1,0,1,0,4,1,2,2,3,1,0,0,2,1,1,1,0,2,0,0,2,1,0,1,1,1,1,1,2,0,1,2,4,32.2817,-100.86,616.6488359,17.77549934,15.09033394,40.89521027,815.3834839,35.40000153,-1.5,36.90000153,23.4173336,8.396666527,27.48466682,7.381999969,543,96,18,53.06715775,208,63,165,63,SPL1,SPL
1,1,2,2,2,2,1,2,3,5,2,1,1,1,1,1,3,0,2,2,2,0,1,0,1,1,1,1,1,1,0,0,2,1,0,1,1,1,1,1,1,1,1,1,1,32.3183,-100.9167,620.7113489,17.72299957,15.16600037,40.95819473,815.8024902,35.41199875,-1.616000056,37.02799988,23.39533234,7.340000153,27.44533348,7.340000153,532,95,17,54.12556458,205,59,164,59,SPL1,SPL
0,0,0,0,0,4,0,3,1,0,1,0,1,1,1,0,5,0,0,0,0,0,0,0,3,1,0,0,1,4,0,0,4,2,0,3,4,2,3,2,4,0,0,2,4,29.54,-98.9333,316.1795595,19.38233376,12.57066727,40.41495132,685.7494507,34.08800125,2.983999968,31.104002,23.16200066,11.53800011,27.36533356,10.48866653,744,100,38,33.65133667,253,127,205,127,SPL2,SPL
1,1,4,4,2,4,2,3,1,1,3,3,2,3,3,1,3,3,2,4,4,1,2,2,4,1,1,1,1,4,2,1,3,1,0,0,2,1,1,1,1,2,1,0,1,28.7783,-99.8283,185.1325828,21.53966713,13.20266628,42.35968781,673.2208862,36.05199814,4.884000301,31.16799736,26.32733345,14.73999977,29.25533295,12.74133301,552,77,21,45.45248795,199,74,161,76,CPL3,SPL
1,2,3,1,4,4,1,1,3,5,4,2,3,2,3,3,3,0,0,3,2,3,3,0,2,3,2,2,1,1,1,0,4,1,0,3,2,3,1,2,2,1,1,3,3,33.7283,-95.5667,142.9199044,16.8484993,12.71366692,36.06100082,822.0933838,34.07600021,-1.180000067,35.25600052,16.51933289,6.407999992,26.73666573,6.407999992,1157,146,58,25.03931618,351,226,247,226,SPL3,CPL
1,2,3,3,0,5,1,5,0,1,0,3,1,3,3,0,5,1,3,2,3,0,0,1,5,1,1,1,1,1,2,0,1,1,1,3,0,0,0,0,0,0,0,0,0,30.7083,-96.4517,94.36598985,19.81633377,12.16666603,38.59003448,711.8803711,35.15200043,3.624000072,31.52799988,23.41466522,28.23600006,28.23600006,10.71533298,991,123,52,26.08992767,301,197,197,220,CPL1,CPL
4,4,1,1,1,1,3,3,3,0,3,3,3,3,3,3,1,4,2,1,1,1,1,0,1,2,1,1,1,3,1,0,3,1,0,1,3,1,1,1,1,1,1,2,2,29.4683,-97.4917,85.54372473,20.32683372,12.74766731,40.79514313,678.93396,35.34400177,4.095999718,31.2480011,23.77266693,13.15399933,28.26933479,11.56599998,866,118,44,34.39313126,298,158,208,162,CPL3,CPL
2,2,0,0,0,1,2,1,1,0,2,1,1,1,2,1,3,1,1,2,1,1,1,0,1,3,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,33.4567,-101.0833,716.0232191,16.38366699,15.39599991,40.86421204,835.4238281,34.68799973,-2.987999916,37.67599869,24.67266655,5.889333248,26.50800133,5.889333248,543,79,17,52.97096634,201,57,196,57,SPL1,SPL
0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.03,-99.465,520.0095628,17.73349953,14.12166691,40.17772293,777.8430176,34.57600021,-0.572000027,35.14799881,21.93466759,7.817333221,26.99600029,7.817333221,671,88,30,40.29840088,228,96,196,96,SPL2,SPL
3,3,2,2,1,3,2,1,2,1,2,2,2,1,1,0,2,1,5,0,0,1,0,0,0,2,2,1,1,1,1,0,0,0,0,3,3,0,3,1,0,0,0,2,1,27.5333,-99.4483,131.7292576,22.97800064,13.48999977,43.57798004,644.434021,37.56000137,6.604000092,30.95600128,27.47733307,16.29400063,30.27733421,14.44133377,485,73,16,47.52039337,179,64,136,68,SPL3,SPL
1,1,2,2,2,2,1,1,1,5,1,1,1,1,1,1,3,0,1,2,2,1,0,0,2,1,1,1,1,2,0,0,2,1,0,1,1,1,1,1,1,1,1,1,1,31.9017,-103.91,859.7125921,18.15800095,18.06466675,45.67320633,816.8497314,37.14400101,-2.407999992,39.55200195,27.23466682,9.647999763,27.951334,7.900000095,310,65,8,69.77161407,150,28,130,32,XER2,XER
1,2,2,2,1,3,3,3,2,5,3,2,1,1,1,2,3,0,2,4,3,1,0,0,1,1,1,1,1,2,1,1,2,1,0,1,1,1,1,4,1,1,2,2,2,30.9583,-103.6717,944.3171807,17.77766609,17.91799927,49.02593994,722.7705688,35.42399979,-1.124000072,36.54800034,25.42533302,10.4746666,26.58800125,8.740666389,353,76,8,69.45201874,177,35,137,41,XER2,XER
2,1,2,1,2,4,2,5,2,1,3,2,1,2,2,4,1,4,3,4,4,1,3,3,2,1,1,1,1,2,1,1,2,1,0,2,3,2,2,1,1,0,3,3,3,32.8583,-99.9017,489.6553222,18.07699966,14.38000011,39.21675491,823.0371094,35.89599991,-0.772000015,36.66799927,23.7480011,8.647999763,28.02666664,7.693999767,628,95,24,44.43777466,218,84,182,86,CPL3,SPL
3,4,2,3,3,1,4,1,4,1,4,4,4,4,4,0,4,0,2,5,4,4,3,0,1,5,1,1,1,3,1,1,3,1,0,1,3,1,3,1,3,1,2,4,4,32.0767,-96.4033,102.1907378,18.57566643,12.57599926,37.38851166,770.2652588,35.05599976,1.419999957,33.63600159,22.31466675,27.81866646,27.81866646,8.821332932,989,124,51,24.53330231,297,193,193,223,SPL5,SPL
2,3,4,4,3,3,2,1,5,3,3,3,3,4,3,1,4,3,4,4,4,2,3,1,0,1,1,1,5,4,5,0,4,2,5,4,4,0,4,3,4,1,1,3,3,32.235,-99.8883,611.4769441,17.26333237,13.38599968,38.65657806,790.5479736,33.92399979,-0.703999996,34.62799835,22.88999939,7.188666821,26.68199921,7.188666821,634,92,25,42.24699402,223,83,193,83,CPL4,SPL
0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.385,-99.7283,545.9114742,17.91633415,13.63199997,38.56948853,802.2396851,34.87200165,-0.472000003,35.34400177,23.60400009,7.729333401,27.51799965,7.729333401,614,82,24,40.34125137,215,84,187,84,SPL2,SPL
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,2,0,0,0,1,2,1,1,0,0,0,3,3,5,0,3,0,5,3,3,0,0,0,0,0,0,0,0,31.8383,-99.0017,430.203425,17.71616745,13.68166637,39.17554092,780.836853,34.43600082,-0.488000005,34.92399979,21.81533432,8.875333786,26.97266769,7.704666615,704,96,34,35.98358536,243,108,195,113,CPL1,SPL
2,3,3,3,4,4,4,3,3,0,4,2,4,3,3,2,4,0,0,3,3,3,3,0,3,4,3,4,2,2,2,2,2,2,0,4,4,1,2,2,4,2,2,2,3,33.7617,-98.3667,280.00001,17.33849907,14.06166649,37.10202408,867.8575439,35.90399933,-1.996000051,37.89999771,21.66266632,7.625999928,27.86999893,6.400666714,760,108,31,39.84158707,265,112,194,113,SPL5,SPL
1,1,2,2,2,2,1,0,2,5,2,1,1,1,1,0,3,0,2,2,2,0,0,0,3,2,1,1,1,2,0,0,2,1,0,1,1,1,1,1,1,1,1,2,1,32.6583,-99.36,464.4749755,17.7828331,13.91566658,39.26542664,795.8876953,34.92399979,-0.516000032,35.43999863,22.02933311,8.716667175,27.37666702,7.679999828,667,86,27,36.46475983,223,100,186,100,SPL1,SPL
2,2,1,1,1,3,2,4,4,0,4,3,1,1,2,1,2,0,2,2,1,1,0,0,1,2,2,1,1,2,0,0,2,1,0,2,4,1,1,1,0,0,0,1,1,31.3883,-100.4783,569.2754182,18.37716675,15.21033287,42.22746658,776.4998779,35.43999863,-0.580000043,36.02000046,23.70199966,8.473999977,27.61133194,8.473999977,540,87,20,49.71995926,202,70,145,70,SPL3,SPL
3,2,3,3,4,3,3,1,2,0,2,2,1,1,1,0,3,0,1,3,2,0,0,0,1,1,1,1,0,3,0,0,3,0,0,1,2,0,2,0,1,1,1,1,1,31.7583,-100.045,513.4109364,18.20083237,14.91566658,41.10357666,793.4932861,35.38800049,-0.899999976,36.28800201,23.81733322,9.065999985,27.59000015,8.031999588,609,89,22,44.9730835,211,81,175,82,SPL1,SPL
2,1,1,1,1,1,2,1,2,1,1,2,2,2,2,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,31.4067,-95.605,69.07968849,18.83483315,12.53499985,38.93341064,729.5706177,34.5719986,2.376000166,32.19599915,22.36733246,27.50733376,27.50733376,9.567333221,1065,112,58,17.18338966,306,223,223,245,CPL3,CPL
0,0,0,0,0,3,0,5,1,0,0,0,0,5,1,0,5,3,5,1,0,1,2,1,1,1,0,0,0,1,0,0,1,0,0,1,3,0,0,0,0,0,0,1,0,33.0567,-95.14,100.8056252,17.47883415,12.77099991,37.52644348,787.6133423,34.10400009,0.072000004,34.0320015,17.14133263,26.50266647,26.99200058,7.561333179,1116,124,55,20.8910923,339,220,227,251,CPL1,CPL
5,1,3,3,3,1,5,4,5,1,4,1,5,4,5,4,1,5,1,1,1,2,1,2,1,1,3,1,4,1,3,1,1,1,1,1,3,1,4,1,1,1,1,5,5,29.8533,-95.1667,13.00066981,20.3188343,10.55900002,38.46350098,638.8945923,33.35599899,5.904000282,27.45199966,26.43933296,16.55200005,27.81066704,12.09866714,1256,152,72,22.29079056,383,232,358,271,CPL2,CPL
3,3,4,4,4,4,4,5,4,3,5,4,5,4,5,3,4,4,1,2,1,2,2,2,1,5,3,2,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,5,5,29.92,-95.1317,13.70887537,20.17083359,10.10499954,37.40376282,635.036438,33.13999939,6.124000072,27.01599884,26.20199966,16.29400063,27.63333321,12.02400017,1268,150,74,21.48020363,383,236,354,277,CPL2,CPL
1,1,2,2,2,2,1,1,3,0,1,1,1,1,1,1,3,0,1,2,2,1,0,0,1,1,1,1,1,2,0,0,3,1,0,1,1,1,1,1,1,1,1,1,1,32.04,-100.2667,600.0501079,17.50583267,14.3496666,40.05601501,802.0875244,34.62799835,-1.196000099,35.8239975,23.14866638,7.27733326,27.04199982,7.27733326,612,95,20,48.37321472,222,73,183,73,SPL1,SPL
1,1,2,2,2,2,1,0,2,5,2,1,1,1,1,0,3,0,2,2,2,0,0,0,3,2,1,1,1,2,0,0,2,1,0,1,1,1,1,1,1,1,1,2,1,31.895,-100.515,556.0825801,17.9671669,15.04833317,41.27807236,803.2564087,35.35599899,-1.100000024,36.45599747,23.52866745,7.765333176,27.55466652,7.765333176,580,93,20,49.60163879,214,72,165,72,SPL1,SPL
1,1,2,2,2,2,1,0,2,5,2,1,1,1,1,0,3,0,2,2,2,0,0,0,3,2,1,1,1,2,0,0,2,1,0,1,1,1,1,1,1,1,1,2,1,31.9,-100.475,564.00001,17.99166679,15.06599998,41.11899567,807.190918,35.48799896,-1.15200007,36.63999939,23.56999969,7.745333195,27.63599968,7.745333195,586,93,20,49.44200516,215,72,167,72,SPL1,SPL
0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,3,3,3,0,0,0,1,1,0,1,1,1,1,3,3,4,0,3,1,2,3,1,0,0,0,0,0,0,1,1,32.2717,-94.5517,94.00001,18.30133247,12.44266701,38.8833313,737.256958,34.00400162,2.003999949,32,22.00866699,26.71999931,27.18666649,9.001999855,1198,122,63,16.82411194,338,240,250,307,CPL1,CPL
3,3,2,2,2,4,3,2,0,0,4,3,3,3,4,0,5,1,0,0,2,2,1,2,4,4,1,3,1,2,3,0,2,0,2,2,2,1,1,1,0,1,0,4,1,31.935,-94.975,99.42528328,18.41300011,12.49399948,38.63327026,743.6937866,34.22800064,1.888000011,32.34000015,22.1693325,26.89733315,27.32933426,9.019999504,1130,125,54,19.02442741,325,219,224,280,CPL3,CPL
3,4,4,4,4,4,3,1,3,1,5,3,5,3,4,0,5,0,0,3,3,2,2,0,3,4,3,1,3,3,4,0,4,1,4,2,2,1,4,3,4,1,3,2,1,35.0367,-102.0267,1103.348551,13.61750031,16.34433365,41.65222549,864.3718262,33.15200043,-6.087999821,39.24000168,24.3239994,2.973999977,24.3239994,2.973999977,468,85,11,65.98036957,221,37,221,37,SPL5,SPL
1,1,0,0,0,1,1,3,5,2,1,1,1,4,2,2,1,1,1,1,1,3,0,0,0,1,4,3,1,1,0,0,1,0,0,2,2,0,0,0,0,0,0,1,1,35.04,-101.77,1023.343492,13.95300007,15.69400024,40.45262527,864.1130981,33.35599899,-5.440000057,38.79599762,24.62533188,3.305999994,24.62533188,3.305999994,492,89,12,63.88765717,226,40,226,40,SPL1,SPL
4,4,1,1,1,3,4,2,3,0,4,3,3,3,3,0,3,0,0,2,0,1,1,0,0,3,3,2,1,2,1,0,1,1,0,1,1,1,3,1,2,1,1,1,1,32.2883,-97.4167,221.4491479,18.47450066,13.69233322,38.55257797,798.3181763,35.77600098,0.26000002,35.51600266,22.50866699,9.415333748,28.09133339,8.409333229,846,129,46,35.09701538,304,146,191,147,SPL3,SPL
5,5,1,1,1,3,4,2,4,0,4,3,3,3,3,1,1,0,0,2,0,1,1,0,0,3,2,2,2,2,1,0,2,1,0,1,1,1,3,1,1,1,1,1,1,32.3717,-97.2317,211.5446997,18.37899971,12.89066696,37.31665802,792.5601196,35.24399948,0.699999988,34.54399872,22.37866592,9.41466713,27.951334,8.397999763,872,129,46,33.38841248,304,154,189,157,SPL3,SPL
2,1,0,0,0,1,1,0,1,5,1,1,1,0,0,1,3,1,1,1,1,2,2,0,1,1,1,1,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,2,2,34.4717,-100.3583,546.2896702,16.35066605,14.84599972,38.00429916,893.0313721,35.60400009,-3.460000038,39.06399918,25.12466812,5.180000305,27.25,5.180000305,510,81,14,54.6606369,198,50,175,50,SPL1,SPL
2,1,0,0,0,1,1,0,1,5,1,1,1,0,0,1,3,1,1,1,1,2,2,0,1,1,1,1,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,2,2,34.4767,-100.3717,549.4346684,16.35066605,14.84599972,38.00429916,893.0313721,35.60400009,-3.460000038,39.06399918,25.12466812,5.180000305,27.25,5.180000305,510,81,14,54.6606369,198,50,175,50,SPL1,SPL
2,2,3,2,2,1,2,1,1,0,1,1,1,1,1,1,2,0,0,1,1,1,1,0,2,1,2,1,1,1,1,1,1,1,0,1,1,1,3,1,4,1,1,2,1,32.6483,-98.8683,390.0498423,17.82999992,14.11999989,39.05731201,812.8621216,35.36800003,-0.783999979,36.15200043,22.08933258,7.526000023,27.6206665,7.526000023,709,94,34,35.13798904,239,109,181,109,SPL3,SPL
2,2,1,1,1,3,2,4,4,0,4,3,1,1,2,1,2,0,2,2,1,1,0,0,1,2,2,1,1,2,0,0,2,1,0,2,4,1,1,1,0,0,0,1,1,32.8283,-98.9633,348.5696124,17.45216751,13.50500011,37.71082306,819.1624146,34.87200165,-0.939999998,35.81200027,21.6546669,7.018666744,27.28066635,7.018666744,691,92,32,37.37983322,233,104,177,104,SPL3,SPL
1,1,0,0,0,1,1,1,1,0,2,2,2,1,1,1,3,3,1,1,1,3,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,35.0017,-100.8933,788.2970329,14.60983372,15.15299988,38.94171524,882.5666504,33.99200058,-4.920000076,38.91200256,23.25799942,3.683333397,25.4260006,3.683333397,545,95,13,58.26268387,228,48,219,48,SPL1,SPL
0,0,0,0,0,1,0,4,0,0,0,0,0,1,1,0,2,2,0,1,1,1,1,1,2,0,0,0,0,1,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,32.555,-94.9583,88.68647131,17.93133354,12.97533321,38.73696136,766.7564697,34.25600052,0.75999999,33.4960022,17.76399994,26.67533302,27.18666649,8.265999794,1136,118,56,19.30177498,335,223,225,275,CPL1,CPL
2,1,2,2,2,1,1,1,4,1,4,2,2,3,2,3,2,0,0,2,2,2,2,0,2,3,3,2,2,2,3,0,2,2,2,2,3,1,2,1,2,1,1,2,3,36.025,-102.4983,1190.308863,12.86999989,16.18799973,41.11133575,870.1212769,32.38399887,-6.992000103,39.37599945,23.67666626,2.201999903,23.67666626,2.201999903,440,73,9,68.61066437,208,30,208,30,SPL3,SPL
0,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.0717,-99.56,424.0823482,17.5581665,14.06099987,38.30082703,837.4116211,35.40399933,-1.307999969,36.71199799,22.05733299,8.033332825,27.65733337,6.935333252,644,87,24,39.82853699,218,90,183,95,SPL2,SPL
5,5,0,0,0,3,5,5,5,2,5,4,4,4,4,3,5,2,5,4,1,4,0,0,0,4,4,4,4,4,4,0,3,3,2,0,4,2,1,4,0,3,5,1,1,26.415,-97.98,15.60558674,23.02416611,11.78899956,44.07431793,540.4960327,35.58000183,8.831999779,26.7480011,27.05533409,20.31599998,29.08333397,15.80666637,640,124,17,54.29991531,248,88,192,104,CPL3,CPL
2,2,0,0,0,1,2,1,2,3,3,3,2,2,2,1,2,1,1,2,1,3,1,0,0,3,1,1,0,1,0,0,1,0,0,3,3,0,2,0,0,0,0,1,1,34.25,-99.6717,453.6880666,16.77383423,14.79166698,37.92346191,888.9650879,35.95999908,-3.04399991,39.0039978,21.47066689,5.655333042,27.63999939,5.655333042,650,94,24,44.80901337,234,79,201,79,SPL1,SPL
4,4,4,4,4,3,4,3,4,2,5,4,5,4,4,3,4,3,2,2,1,3,3,1,1,4,4,3,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,5,4,30.6333,-95.015,40.00001,19.34883308,11.9216671,39.61739349,681.9744873,34.2120018,4.119999886,30.09200287,22.67466736,14.99533367,27.4533329,10.69466686,1231,139,80,17.71273994,354,267,294,303,CPL2,CPL
3,4,4,4,4,4,3,1,3,1,5,3,5,3,4,0,5,0,0,3,3,2,2,0,3,4,3,1,3,3,4,0,4,1,4,2,2,1,4,3,4,1,3,2,1,32.6467,-98.2683,275.7707619,18.00499916,13.63399982,38.04978561,810.1448975,35.4280014,-0.404000014,35.83200073,22.20199966,7.720666409,27.74533272,7.720666409,783,108,38,30.96848679,268,128,201,128,SPL5,SPL
1,1,2,2,4,1,1,2,2,5,4,2,4,3,2,1,4,0,0,3,3,3,3,0,3,1,1,1,1,3,3,1,3,2,0,3,3,1,1,1,2,1,2,3,3,32.8711,-98.4261,293.5231304,17.69783401,13.57033348,37.81722641,818.18396,35.19200134,-0.691999972,35.88400269,21.8706665,7.328000069,27.54199982,7.328000069,782,109,38,33.58388519,269,121,200,121,SPL3,SPL
3,4,1,1,1,3,4,2,2,0,4,3,3,3,3,2,4,4,2,2,1,1,0,0,1,4,3,1,3,3,0,0,3,0,0,0,1,1,3,4,4,2,3,1,1,28.0417,-97.865,17.00001,21.61400032,11.62266636,40.95949554,608.2369995,35.06800079,6.691999912,28.37600136,26.27933311,14.75199986,28.55599976,13.60999966,758,115,36,41.80065155,278,117,228,118,CPL3,CPL
2,1,2,2,2,1,1,1,4,1,4,2,2,3,2,3,2,0,0,2,2,2,2,0,2,3,3,2,2,2,3,0,2,2,2,2,3,1,2,1,2,1,1,2,3,33.1333,-98.6133,325.410043,17.49850082,14.31366634,38.3909111,844.6162109,35.51599884,-1.768000007,37.2840004,21.80000114,6.808666706,27.68466568,6.808666706,757,112,32,40.62919235,265,109,190,109,SPL3,SPL
1,1,1,1,1,1,0,4,3,5,1,1,1,4,4,1,2,0,0,2,0,1,1,0,0,2,1,2,3,2,1,0,1,1,1,1,3,2,1,2,1,1,1,1,4,32.3733,-97.6883,204.8205651,18.38683319,14.23166656,39.31399536,803.5950928,35.98400116,-0.216000006,36.20000076,22.53199959,9.291333199,28.06599998,8.219333649,799,123,42,36.40540314,291,134,187,134,SPL3,SPL
0,0,1,1,0,1,0,1,1,0,1,0,0,2,1,1,2,3,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,5,5,0,0,0,0,0,0,1,1,32.9183,-94.725,82.43320552,18.01000023,12.54199982,37.52842331,778.0041504,34.26800156,0.84799999,33.42000198,17.83733368,26.87666702,27.39466667,8.188666344,1145,119,61,20.21061134,350,218,228,268,CPL1,CPL
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,2,0,0,0,1,2,1,1,0,0,0,3,3,5,0,3,0,5,3,3,0,0,0,0,0,0,0,0,33.1683,-95.0133,112.00001,17.45783424,13.29766655,38.37931824,798.6565552,34.36000061,-0.288000017,34.64799881,17.17533302,26.58066559,27.12466621,7.421333313,1162,127,58,19.9578495,346,235,243,260,CPL1,CPL
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,2,0,0,0,1,2,1,1,0,0,0,3,3,5,0,3,0,5,3,3,0,0,0,0,0,0,0,0,26.0617,-97.725,15.04050906,22.79933357,10.65333366,42.25501251,521.2476196,34.47600174,9.263999939,25.2120018,26.6886673,17.24733353,28.61333466,15.77799988,668,138,19,56.30657959,275,94,198,106,CPL1,CPL
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,2,0,0,0,1,2,1,1,0,0,0,3,3,5,0,3,0,5,3,3,0,0,0,0,0,0,0,0,25.98,-97.5533,11.02410067,22.91300011,10.06799984,41.72053909,510.6756897,34.03199768,9.899999619,24.13199806,26.67466736,17.47733307,28.64333344,16.07600021,686,141,21,56.11126328,292,92,202,101,CPL1,CPL
1,1,1,0,2,2,1,1,0,0,1,0,1,1,1,2,0,2,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,31.5533,-96.98,130.6403031,19.05900002,12.44999981,37.35149002,766.96698,35.28800201,1.95599997,33.33200073,22.91200066,9.296666145,28.21933365,9.296666145,895,123,49,28.88444901,289,175,185,175,SPL2,SPL
4,4,0,0,0,4,4,1,1,0,4,4,3,3,3,0,4,0,1,4,1,2,1,0,2,4,1,2,0,1,0,0,1,0,0,0,3,0,3,0,0,0,0,1,1,32.5833,-101.135,670.8961776,17.19716644,14.99433327,40.62623978,816.8010254,34.81999969,-2.087999821,36.90800095,22.93733215,7.875333309,26.9386673,6.804666519,519,86,17,53.83453369,194,56,172,56,SPL3,SPL
0,1,0,0,0,1,1,1,1,0,2,1,1,1,1,1,4,1,1,1,1,3,0,0,2,2,1,1,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,1,1,34.5433,-101.4367,914.2627862,14.59000015,15.24133301,40.34660339,849.640564,33.27600098,-4.5,37.77600098,25.00266647,4.078666687,25.00266647,4.078666687,518,97,11,63.07071686,224,41,224,41,SPL1,SPL
